DeviceName,Weather,Time,Timestamp,Activity,RoomName,PowerStatus,Week,UserId,Routines
WaterHeater,Partly Cloudy,4:22 PM,1707216720000,Refreshing,Bathroom,On,Tuesday,3434n3hjhdjfhjdy,Evening Routine
Light,Partly Cloudy,4:22 PM,1707216720000,Refreshing,Bathroom,On,Tuesday,3434n3hjhdjfhjdy,Evening Routine
SmartBlinds,Partly Cloudy,4:38 PM,1707217680000,Refreshing,Bedroom,Close,Tuesday,3434n3hjhdjfhjdy,Evening Routine
WaterHeater,Partly Cloudy,4:40 PM,1707217800000,Refreshing,Bathroom,Off,Tuesday,3434n3hjhdjfhjdy,Evening Routine
Light,Partly Cloudy,4:40 PM,1707217800000,Refreshing,Bathroom,Off,Tuesday,3434n3hjhdjfhjdy,Evening Routine
Light,Partly Cloudy,4:50 PM,1707218400000,Refreshing,LivingRoom,Off,Tuesday,3434n3hjhdjfhjdy,Evening Routine
SmartTV,Partly Cloudy,4:52 PM,1707218520000,WatchingTV,LivingRoom,On,Tuesday,3434n3hjhdjfhjdy,Evening Routine
Light,Partly Cloudy,5:00 PM,1707219000000,Cooking,Kitchen,On,Tuesday,3434n3hjhdjfhjdy,Evening Routine
Coffee Maker,Partly Cloudy,5:00 PM,1707219000000,Cooking,Kitchen,On,Tuesday,3434n3hjhdjfhjdy,Evening Routine
Coffee Maker,Partly Cloudy,5:05 PM,1707219300000,Cooking,Kitchen,Off,Tuesday,3434n3hjhdjfhjdy,Evening Routine
Light,Partly Cloudy,6:00 PM,1707222600000,Cooking,Kitchen,Off,Tuesday,3434n3hjhdjfhjdy,Evening Routine
SmartTV,Partly Cloudy,6:15 PM,1707223500000,WatchingTV,LivingRoom,Off,Tuesday,3434n3hjhdjfhjdy,Evening Routine
Light,Partly Cloudy,6:15 PM,1707223500000,Cooking,Kitchen,On,Tuesday,3434n3hjhdjfhjdy,Evening Routine
Light,Partly Cloudy,7:00 PM,1707226200000,Cooking,Kitchen,Off,Tuesday,3434n3hjhdjfhjdy,Evening Routine
SmartTV,Partly Cloudy,7:02 PM,1707226320000,WatchingTV,LivingRoom,On,Tuesday,3434n3hjhdjfhjdy,Night Routine
SmartTV,Partly Cloudy,7:30 PM,1707228000000,WatchingTV,LivingRoom,Off,Tuesday,3434n3hjhdjfhjdy,Night Routine
Light,Partly Cloudy,7:30 PM,1707228000000,Walking,LivingRoom,Off,Tuesday,3434n3hjhdjfhjdy,Night Routine
Light,Partly Cloudy,7:32 PM,1707228120000,Reading,Bedroom,On,Tuesday,3434n3hjhdjfhjdy,Night Routine
Light,Partly Cloudy,7:32 PM,1707228120000,Refreshing,Bathroom,On,Tuesday,3434n3hjhdjfhjdy,Night Routine
Light,Partly Cloudy,7:40 PM,1707228600000,Refreshing,Bathroom,Off,Tuesday,3434n3hjhdjfhjdy,Night Routine
Light,Partly Cloudy,8:30 PM,1707231600000,Sleeping,Bedroom,Off,Tuesday,3434n3hjhdjfhjdy,Night Routine
SmartBlinds,Partly Cloudy,6:00 AM,1707265800000,Awaken,Bedroom,Open,Wednesday,3434n3hjhdjfhjdy,Morning Routine
Light,Partly Cloudy,6:00 AM,1707265800000,Awaken,Bedroom,On,Wednesday,3434n3hjhdjfhjdy,Morning Routine
WaterHeater,Partly Cloudy,6:02 AM,1707265920000,Bathing,Bathroom,On,Wednesday,3434n3hjhdjfhjdy,Morning Routine
Light,Partly Cloudy,6:02 AM,1707265920000,Bathing,Bathroom,On,Wednesday,3434n3hjhdjfhjdy,Morning Routine
WaterHeater,Partly Cloudy,6:25 AM,1707267300000,Getting Ready,Bathroom,Off,Wednesday,3434n3hjhdjfhjdy,Morning Routine
Light,Partly Cloudy,6:35 AM,1707267900000,Getting Ready,Bathroom,Off,Wednesday,3434n3hjhdjfhjdy,Morning Routine
SmartBlinds,Partly Cloudy,6:35 AM,1707267900000,Getting Ready,Bedroom,Close,Wednesday,3434n3hjhdjfhjdy,Morning Routine
Light,Partly Cloudy,6:35 AM,1707267900000,Getting Ready,Bedroom,Off,Wednesday,3434n3hjhdjfhjdy,Morning Routine
SmartBlinds,Partly Cloudy,6:38 AM,1707268080000,Walking,LivingRoom,Open,Wednesday,3434n3hjhdjfhjdy,Morning Routine
Coffee Maker,Partly Cloudy,6:40 AM,1707268200000,Cooking,Kitchen,On,Wednesday,3434n3hjhdjfhjdy,Morning Routine
Light,Partly Cloudy,6:40 AM,1707268200000,Cooking,Kitchen,On,Wednesday,3434n3hjhdjfhjdy,Morning Routine
Coffee Maker,Partly Cloudy,7:00 AM,1707269400000,Cooking,Kitchen,Off,Wednesday,3434n3hjhdjfhjdy,Morning Routine
Light,Partly Cloudy,7:00 AM,1707269400000,Cooking,Kitchen,Off,Wednesday,3434n3hjhdjfhjdy,Morning Routine
SmartBlinds,Partly Cloudy,7:05 AM,1707269700000,Walking,LivingRoom,Close,Wednesday,3434n3hjhdjfhjdy,Morning Routine
SmartDoor,Partly Cloudy,7:15 AM,1707270300000,Outdoor,LivingRoom,Lock,Wednesday,3434n3hjhdjfhjdy,Morning Routine
SmartDoor,Partly Cloudy,4:15 PM,1707302700000,Outdoor,LivingRoom,Unlock,Wednesday,3434n3hjhdjfhjdy,Evening Routine
SmartBlinds,Partly Cloudy,4:15 PM,1707302700000,Walking,LivingRoom,Open,Wednesday,3434n3hjhdjfhjdy,Evening Routine
Light,Partly Cloudy,4:15 PM,1707302700000,Relaxing,LivingRoom,On,Wednesday,3434n3hjhdjfhjdy,Evening Routine
Light,Partly Cloudy,4:15 PM,1707302700000,Refreshing,Bedroom,On,Wednesday,3434n3hjhdjfhjdy,Evening Routine
SmartBlinds,Partly Cloudy,4:20 PM,1707303000000,Refreshing,Bedroom,Open,Wednesday,3434n3hjhdjfhjdy,Evening Routine
WaterHeater,Partly Cloudy,4:22 PM,1707303120000,Refreshing,Bathroom,On,Wednesday,3434n3hjhdjfhjdy,Evening Routine
Light,Partly Cloudy,4:22 PM,1707303120000,Refreshing,Bathroom,On,Wednesday,3434n3hjhdjfhjdy,Evening Routine
SmartBlinds,Partly Cloudy,4:38 PM,1707304080000,Refreshing,Bedroom,Close,Wednesday,3434n3hjhdjfhjdy,Evening Routine
WaterHeater,Partly Cloudy,4:40 PM,1707304200000,Refreshing,Bathroom,Off,Wednesday,3434n3hjhdjfhjdy,Evening Routine
Light,Partly Cloudy,4:40 PM,1707304200000,Refreshing,Bathroom,Off,Wednesday,3434n3hjhdjfhjdy,Evening Routine
Light,Partly Cloudy,4:50 PM,1707304800000,Refreshing,LivingRoom,Off,Wednesday,3434n3hjhdjfhjdy,Evening Routine
SmartTV,Partly Cloudy,4:52 PM,1707304920000,WatchingTV,LivingRoom,On,Wednesday,3434n3hjhdjfhjdy,Evening Routine
Light,Partly Cloudy,5:00 PM,1707305400000,Cooking,Kitchen,On,Wednesday,3434n3hjhdjfhjdy,Evening Routine
Coffee Maker,Partly Cloudy,5:00 PM,1707305400000,Cooking,Kitchen,On,Wednesday,3434n3hjhdjfhjdy,Evening Routine
Coffee Maker,Partly Cloudy,5:05 PM,1707305700000,Cooking,Kitchen,Off,Wednesday,3434n3hjhdjfhjdy,Evening Routine
Light,Partly Cloudy,6:00 PM,1707309000000,Cooking,Kitchen,Off,Wednesday,3434n3hjhdjfhjdy,Evening Routine
SmartTV,Partly Cloudy,6:15 PM,1707309900000,WatchingTV,LivingRoom,Off,Wednesday,3434n3hjhdjfhjdy,Evening Routine
Light,Partly Cloudy,6:15 PM,1707309900000,Cooking,Kitchen,On,Wednesday,3434n3hjhdjfhjdy,Evening Routine
Light,Partly Cloudy,7:00 PM,1707312600000,Cooking,Kitchen,Off,Wednesday,3434n3hjhdjfhjdy,Evening Routine
SmartTV,Partly Cloudy,7:02 PM,1707312720000,WatchingTV,LivingRoom,On,Wednesday,3434n3hjhdjfhjdy,Night Routine
SmartTV,Partly Cloudy,7:30 PM,1707314400000,WatchingTV,LivingRoom,Off,Wednesday,3434n3hjhdjfhjdy,Night Routine
Light,Partly Cloudy,7:30 PM,1707314400000,Walking,LivingRoom,Off,Wednesday,3434n3hjhdjfhjdy,Night Routine
Light,Partly Cloudy,7:32 PM,1707314520000,Reading,Bedroom,On,Wednesday,3434n3hjhdjfhjdy,Night Routine
Light,Partly Cloudy,7:32 PM,1707314520000,Refreshing,Bathroom,On,Wednesday,3434n3hjhdjfhjdy,Night Routine
Light,Partly Cloudy,7:40 PM,1707315000000,Refreshing,Bathroom,Off,Wednesday,3434n3hjhdjfhjdy,Night Routine
Light,Partly Cloudy,8:30 PM,1707318000000,Sleeping,Bedroom,Off,Wednesday,3434n3hjhdjfhjdy,Night Routine
SmartBlinds,Partly Cloudy,6:00 AM,1707352200000,Awaken,Bedroom,Open,Thursday,3434n3hjhdjfhjdy,Morning Routine
Light,Partly Cloudy,6:00 AM,1707352200000,Awaken,Bedroom,On,Thursday,3434n3hjhdjfhjdy,Morning Routine
WaterHeater,Partly Cloudy,6:02 AM,1707352320000,Bathing,Bathroom,On,Thursday,3434n3hjhdjfhjdy,Morning Routine
Light,Partly Cloudy,6:02 AM,1707352320000,Bathing,Bathroom,On,Thursday,3434n3hjhdjfhjdy,Morning Routine
WaterHeater,Partly Cloudy,6:25 AM,1707353700000,Getting Ready,Bathroom,Off,Thursday,3434n3hjhdjfhjdy,Morning Routine
Light,Partly Cloudy,6:35 AM,1707354300000,Getting Ready,Bathroom,Off,Thursday,3434n3hjhdjfhjdy,Morning Routine
SmartBlinds,Partly Cloudy,6:35 AM,1707354300000,Getting Ready,Bedroom,Close,Thursday,3434n3hjhdjfhjdy,Morning Routine
Light,Partly Cloudy,6:35 AM,1707354300000,Getting Ready,Bedroom,Off,Thursday,3434n3hjhdjfhjdy,Morning Routine
SmartBlinds,Partly Cloudy,6:38 AM,1707354480000,Walking,LivingRoom,Open,Thursday,3434n3hjhdjfhjdy,Morning Routine
Coffee Maker,Partly Cloudy,6:40 AM,1707354600000,Cooking,Kitchen,On,Thursday,3434n3hjhdjfhjdy,Morning Routine
Light,Partly Cloudy,6:40 AM,1707354600000,Cooking,Kitchen,On,Thursday,3434n3hjhdjfhjdy,Morning Routine
Coffee Maker,Partly Cloudy,7:00 AM,1707355800000,Cooking,Kitchen,Off,Thursday,3434n3hjhdjfhjdy,Morning Routine
Light,Partly Cloudy,7:00 AM,1707355800000,Cooking,Kitchen,Off,Thursday,3434n3hjhdjfhjdy,Morning Routine
SmartBlinds,Partly Cloudy,7:05 AM,1707356100000,Walking,LivingRoom,Close,Thursday,3434n3hjhdjfhjdy,Morning Routine
SmartDoor,Partly Cloudy,7:15 AM,1707356700000,Outdoor,LivingRoom,Lock,Thursday,3434n3hjhdjfhjdy,Morning Routine
SmartDoor,Partly Cloudy,4:15 PM,1707389100000,Outdoor,LivingRoom,Unlock,Thursday,3434n3hjhdjfhjdy,Evening Routine
SmartBlinds,Partly Cloudy,4:15 PM,1707389100000,Walking,LivingRoom,Open,Thursday,3434n3hjhdjfhjdy,Evening Routine
Light,Partly Cloudy,4:15 PM,1707389100000,Relaxing,LivingRoom,On,Thursday,3434n3hjhdjfhjdy,Evening Routine
Light,Partly Cloudy,4:15 PM,1707389100000,Refreshing,Bedroom,On,Thursday,3434n3hjhdjfhjdy,Evening Routine
SmartBlinds,Partly Cloudy,4:20 PM,1707389400000,Refreshing,Bedroom,Open,Thursday,3434n3hjhdjfhjdy,Evening Routine
WaterHeater,Partly Cloudy,4:22 PM,1707389520000,Refreshing,Bathroom,On,Thursday,3434n3hjhdjfhjdy,Evening Routine
Light,Partly Cloudy,4:22 PM,1707389520000,Refreshing,Bathroom,On,Thursday,3434n3hjhdjfhjdy,Evening Routine
SmartBlinds,Partly Cloudy,4:38 PM,1707390480000,Refreshing,Bedroom,Close,Thursday,3434n3hjhdjfhjdy,Evening Routine
WaterHeater,Partly Cloudy,4:40 PM,1707390600000,Refreshing,Bathroom,Off,Thursday,3434n3hjhdjfhjdy,Evening Routine
Light,Partly Cloudy,4:40 PM,1707390600000,Refreshing,Bathroom,Off,Thursday,3434n3hjhdjfhjdy,Evening Routine
Light,Partly Cloudy,4:50 PM,1707391200000,Refreshing,LivingRoom,Off,Thursday,3434n3hjhdjfhjdy,Evening Routine
SmartTV,Partly Cloudy,4:52 PM,1707391320000,WatchingTV,LivingRoom,On,Thursday,3434n3hjhdjfhjdy,Evening Routine
Light,Partly Cloudy,5:00 PM,1707391800000,Cooking,Kitchen,On,Thursday,3434n3hjhdjfhjdy,Evening Routine
Coffee Maker,Partly Cloudy,5:00 PM,1707391800000,Cooking,Kitchen,On,Thursday,3434n3hjhdjfhjdy,Evening Routine
Coffee Maker,Partly Cloudy,5:05 PM,1707392100000,Cooking,Kitchen,Off,Thursday,3434n3hjhdjfhjdy,Evening Routine
Light,Partly Cloudy,6:00 PM,1707395400000,Cooking,Kitchen,Off,Thursday,3434n3hjhdjfhjdy,Evening Routine
SmartTV,Partly Cloudy,6:15 PM,1707396300000,WatchingTV,LivingRoom,Off,Thursday,3434n3hjhdjfhjdy,Evening Routine
Light,Partly Cloudy,6:15 PM,1707396300000,Cooking,Kitchen,On,Thursday,3434n3hjhdjfhjdy,Evening Routine
Light,Partly Cloudy,7:00 PM,1707399000000,Cooking,Kitchen,Off,Thursday,3434n3hjhdjfhjdy,Evening Routine
SmartTV,Partly Cloudy,7:02 PM,1707399120000,WatchingTV,LivingRoom,On,Thursday,3434n3hjhdjfhjdy,Night Routine
SmartTV,Partly Cloudy,7:30 PM,1707400800000,WatchingTV,LivingRoom,Off,Thursday,3434n3hjhdjfhjdy,Night Routine
Light,Partly Cloudy,7:30 PM,1707400800000,Walking,LivingRoom,Off,Thursday,3434n3hjhdjfhjdy,Night Routine
Light,Partly Cloudy,7:32 PM,1707400920000,Reading,Bedroom,On,Thursday,3434n3hjhdjfhjdy,Night Routine
Light,Partly Cloudy,7:32 PM,1707400920000,Refreshing,Bathroom,On,Thursday,3434n3hjhdjfhjdy,Night Routine
Light,Partly Cloudy,7:40 PM,1707401400000,Refreshing,Bathroom,Off,Thursday,3434n3hjhdjfhjdy,Night Routine
Light,Partly Cloudy,8:30 PM,1707404400000,Sleeping,Bedroom,Off,Thursday,3434n3hjhdjfhjdy,Night Routine
SmartBlinds,Partly Cloudy,6:00 AM,1707438600000,Awaken,Bedroom,Open,Friday,3434n3hjhdjfhjdy,Morning Routine
Light,Partly Cloudy,6:00 AM,1707438600000,Awaken,Bedroom,On,Friday,3434n3hjhdjfhjdy,Morning Routine
WaterHeater,Partly Cloudy,6:02 AM,1707438720000,Bathing,Bathroom,On,Friday,3434n3hjhdjfhjdy,Morning Routine
Light,Partly Cloudy,6:02 AM,1707438720000,Bathing,Bathroom,On,Friday,3434n3hjhdjfhjdy,Morning Routine
WaterHeater,Partly Cloudy,6:25 AM,1707440100000,Getting Ready,Bathroom,Off,Friday,3434n3hjhdjfhjdy,Morning Routine
Light,Partly Cloudy,6:35 AM,1707440700000,Getting Ready,Bathroom,Off,Friday,3434n3hjhdjfhjdy,Morning Routine
SmartBlinds,Partly Cloudy,6:35 AM,1707440700000,Getting Ready,Bedroom,Close,Friday,3434n3hjhdjfhjdy,Morning Routine
Light,Partly Cloudy,6:35 AM,1707440700000,Getting Ready,Bedroom,Off,Friday,3434n3hjhdjfhjdy,Morning Routine
SmartBlinds,Partly Cloudy,6:38 AM,1707440880000,Walking,LivingRoom,Open,Friday,3434n3hjhdjfhjdy,Morning Routine
Coffee Maker,Partly Cloudy,6:40 AM,1707441000000,Cooking,Kitchen,On,Friday,3434n3hjhdjfhjdy,Morning Routine
Light,Partly Cloudy,6:40 AM,1707441000000,Cooking,Kitchen,On,Friday,3434n3hjhdjfhjdy,Morning Routine
Coffee Maker,Partly Cloudy,7:00 AM,1707442200000,Cooking,Kitchen,Off,Friday,3434n3hjhdjfhjdy,Morning Routine
Light,Partly Cloudy,7:00 AM,1707442200000,Cooking,Kitchen,Off,Friday,3434n3hjhdjfhjdy,Morning Routine
SmartBlinds,Partly Cloudy,7:05 AM,1707442500000,Walking,LivingRoom,Close,Friday,3434n3hjhdjfhjdy,Morning Routine
SmartDoor,Partly Cloudy,7:15 AM,1707443100000,Outdoor,LivingRoom,Lock,Friday,3434n3hjhdjfhjdy,Morning Routine
SmartDoor,Partly Cloudy,4:15 PM,1707475500000,Outdoor,LivingRoom,Unlock,Friday,3434n3hjhdjfhjdy,Evening Routine
SmartBlinds,Partly Cloudy,4:15 PM,1707475500000,Walking,LivingRoom,Open,Friday,3434n3hjhdjfhjdy,Evening Routine
Light,Partly Cloudy,4:15 PM,1707475500000,Relaxing,LivingRoom,On,Friday,3434n3hjhdjfhjdy,Evening Routine
Light,Partly Cloudy,4:15 PM,1707475500000,Refreshing,Bedroom,On,Friday,3434n3hjhdjfhjdy,Evening Routine
SmartBlinds,Partly Cloudy,4:20 PM,1707475800000,Refreshing,Bedroom,Open,Friday,3434n3hjhdjfhjdy,Evening Routine
WaterHeater,Partly Cloudy,4:22 PM,1707475920000,Refreshing,Bathroom,On,Friday,3434n3hjhdjfhjdy,Evening Routine
Light,Partly Cloudy,4:22 PM,1707475920000,Refreshing,Bathroom,On,Friday,3434n3hjhdjfhjdy,Evening Routine
SmartBlinds,Partly Cloudy,4:38 PM,1707476880000,Refreshing,Bedroom,Close,Friday,3434n3hjhdjfhjdy,Evening Routine
WaterHeater,Partly Cloudy,4:40 PM,1707477000000,Refreshing,Bathroom,Off,Friday,3434n3hjhdjfhjdy,Evening Routine
Light,Partly Cloudy,4:40 PM,1707477000000,Refreshing,Bathroom,Off,Friday,3434n3hjhdjfhjdy,Evening Routine
Light,Partly Cloudy,4:50 PM,1707477600000,Refreshing,LivingRoom,Off,Friday,3434n3hjhdjfhjdy,Evening Routine
SmartTV,Partly Cloudy,4:52 PM,1707477720000,WatchingTV,LivingRoom,On,Friday,3434n3hjhdjfhjdy,Evening Routine
Light,Partly Cloudy,5:00 PM,1707478200000,Cooking,Kitchen,On,Friday,3434n3hjhdjfhjdy,Evening Routine
Coffee Maker,Partly Cloudy,5:00 PM,1707478200000,Cooking,Kitchen,On,Friday,3434n3hjhdjfhjdy,Evening Routine
Coffee Maker,Partly Cloudy,5:05 PM,1707478500000,Cooking,Kitchen,Off,Friday,3434n3hjhdjfhjdy,Evening Routine
Light,Partly Cloudy,6:00 PM,1707481800000,Cooking,Kitchen,Off,Friday,3434n3hjhdjfhjdy,Evening Routine
SmartTV,Partly Cloudy,6:15 PM,1707482700000,WatchingTV,LivingRoom,Off,Friday,3434n3hjhdjfhjdy,Evening Routine
Light,Partly Cloudy,6:15 PM,1707482700000,Cooking,Kitchen,On,Friday,3434n3hjhdjfhjdy,Evening Routine
Light,Partly Cloudy,7:00 PM,1707485400000,Cooking,Kitchen,Off,Friday,3434n3hjhdjfhjdy,Evening Routine
SmartTV,Partly Cloudy,7:02 PM,1707485520000,WatchingTV,LivingRoom,On,Friday,3434n3hjhdjfhjdy,Night Routine
SmartTV,Partly Cloudy,7:30 PM,1707487200000,WatchingTV,LivingRoom,Off,Friday,3434n3hjhdjfhjdy,Night Routine
Light,Partly Cloudy,7:30 PM,1707487200000,Walking,LivingRoom,Off,Friday,3434n3hjhdjfhjdy,Night Routine
Light,Partly Cloudy,7:32 PM,1707487320000,Reading,Bedroom,On,Friday,3434n3hjhdjfhjdy,Night Routine
Light,Partly Cloudy,7:32 PM,1707487320000,Refreshing,Bathroom,On,Friday,3434n3hjhdjfhjdy,Night Routine
Light,Partly Cloudy,7:40 PM,1707487800000,Refreshing,Bathroom,Off,Friday,3434n3hjhdjfhjdy,Night Routine
Light,Partly Cloudy,8:30 PM,1707490800000,Sleeping,Bedroom,Off,Friday,3434n3hjhdjfhjdy,Night Routine
